cell_id,x,y,area,green_mean,green_max,red_positive,blue_positive,classification,red_mean,blue_mean,red_max,blue_max,red_positive_fraction,blue_positive_fraction
564,803.6730769230769,1087.6346153846155,52,79.05769348144531,99.0,False,True,blue_positive,0.0,6.808,0.0,208.0,0.0,0.0192
565,881.7866379310345,1095.655172413793,464,78.85775756835938,92.0,False,False,green_only,0.106,0.244,2.0,21.0,0.0,0.0
566,1206.5853658536585,1097.9756097560976,41,67.92682647705078,74.0,False,False,green_only,0.073,0.0,1.0,0.0,0.0,0.0
567,931.3518518518518,1099.3333333333333,54,84.31481170654297,125.0,True,True,double_positive,117.352,21.407,179.0,202.0,0.7963,0.0926
568,546.3661971830986,1106.6676056338029,355,111.9549331665039,129.0,False,True,blue_positive,0.0,109.806,0.0,181.0,0.0,0.5352
569,937.3,1106.18,50,85.0999984741211,115.0,True,True,double_positive,97.86,29.0,167.0,206.0,0.9,0.12
570,683.5794871794872,1105.6512820512821,390,73.83589935302734,89.0,False,False,green_only,1.736,0.497,8.0,20.0,0.0,0.0
571,832.0923694779117,1110.7456492637216,747,122.49531555175781,239.0,False,True,blue_positive,0.137,95.613,3.0,204.0,0.0,0.4993
572,1164.1178571428572,1106.2589285714287,560,102.48928833007812,123.0,True,True,double_positive,71.916,61.438,197.0,217.0,0.5036,0.1714
573,887.6180048661801,1117.508515815085,411,78.9002456665039,96.0,False,False,green_only,0.557,0.521,8.0,64.0,0.0,0.0
574,649.183908045977,1114.1724137931035,87,82.63218688964844,87.0,False,False,green_only,1.011,0.0,7.0,0.0,0.0,0.0
575,1210.6136363636363,1111.3295454545455,88,59.96590805053711,65.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
576,524.3538461538461,1120.7307692307693,130,79.3923110961914,91.0,False,False,green_only,0.008,0.0,1.0,0.0,0.0,0.0
577,1052.8831168831168,1120.9376623376622,385,103.86493682861328,200.0,False,True,blue_positive,0.052,77.46,1.0,227.0,0.0,0.3325
578,658.0444444444445,1120.1777777777777,45,83.93333435058594,96.0,False,False,green_only,0.222,2.289,4.0,50.0,0.0,0.0
579,963.8780487804878,1121.4579945799458,369,71.19241333007812,82.0,False,False,green_only,0.499,0.0,14.0,0.0,0.0,0.0
580,536.4907407407408,1125.1203703703704,108,92.59259033203125,103.0,False,False,green_only,0.0,5.648,0.0,76.0,0.0,0.0
581,1206.3863636363637,1123.25,44,59.181819915771484,62.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
582,847.9535864978903,1126.590717299578,474,130.2236328125,229.0,False,True,blue_positive,0.637,119.605,7.0,199.0,0.0,0.6308
583,909.3863636363636,1125.4318181818182,44,67.68181610107422,74.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
584,1194.5361445783133,1126.2590361445782,166,72.10843658447266,86.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
585,1025.4429752066117,1134.6619834710743,1210,107.74297332763672,207.0,False,True,blue_positive,0.207,73.098,3.0,214.0,0.0,0.3628
586,707.0446927374302,1142.4692737430169,179,80.30167388916016,86.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
587,750.035993740219,1145.2347417840376,639,93.72769927978516,174.0,True,True,double_positive,15.629,50.552,70.0,238.0,0.0438,0.2003
588,775.7662337662338,1142.2077922077922,154,84.64286041259766,117.0,False,True,blue_positive,0.0,17.247,0.0,205.0,0.0,0.0649
589,641.2,1141.2615384615385,65,95.72307586669922,106.0,False,False,green_only,0.0,14.631,0.0,164.0,0.0,0.0154
590,649.3333333333334,1144.3333333333333,75,93.06666564941406,102.0,False,False,green_only,0.0,14.56,0.0,112.0,0.0,0.0
591,1187.7899761336516,1146.0644391408114,419,67.76372528076172,83.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
592,1118.4565217391305,1153.608695652174,46,87.97826385498047,112.0,False,True,blue_positive,0.0,24.391,0.0,193.0,0.0,0.1087
593,830.4960380348653,1164.7099841521394,631,115.08399200439453,211.0,False,True,blue_positive,0.241,96.659,8.0,222.0,0.0,0.4342
594,790.0372670807453,1165.7888198757764,161,95.1055908203125,132.0,False,True,blue_positive,1.267,48.41,19.0,242.0,0.0,0.1615
595,1104.0462962962963,1173.5277777777778,108,87.8240737915039,146.0,False,True,blue_positive,0.0,45.509,0.0,245.0,0.0,0.1574
596,303.12280701754383,1173.6666666666667,57,31.228069305419922,38.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
597,633.5338345864661,1176.546365914787,399,105.44611358642578,128.0,False,True,blue_positive,0.125,85.283,6.0,201.0,0.0,0.3835
598,646.0240963855422,1178.8915662650602,83,106.67469787597656,126.0,False,True,blue_positive,1.59,78.53,9.0,186.0,0.0,0.3614
599,785.7321428571429,1182.1785714285713,56,91.03571319580078,100.0,False,False,green_only,0.0,8.821,0.0,106.0,0.0,0.0
600,654.2730769230769,1181.7230769230769,260,108.6423110961914,126.0,False,True,blue_positive,1.165,97.235,8.0,190.0,0.0,0.4423
601,700.3721340388007,1186.3509700176367,567,98.4126968383789,108.0,False,True,blue_positive,0.783,28.919,6.0,181.0,0.0,0.0159
602,1007.7131474103586,1185.8067729083666,502,126.10358428955078,213.0,False,True,blue_positive,0.012,121.339,2.0,199.0,0.0,0.6394
603,894.5,1189.514423076923,208,70.93269348144531,87.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
604,722.7063492063492,1197.1527777777778,504,98.72420501708984,115.0,False,True,blue_positive,1.998,43.944,12.0,234.0,0.0,0.119
605,672.4193181818182,1201.8011363636363,880,95.1954574584961,118.0,False,True,blue_positive,0.242,36.066,2.0,203.0,0.0,0.1068
606,929.1297709923664,1204.9465648854962,131,81.58778381347656,89.0,False,False,green_only,0.26,0.145,6.0,5.0,0.0,0.0
607,895.0875912408759,1206.8576642335765,274,82.08759307861328,94.0,False,False,green_only,0.0,0.96,0.0,18.0,0.0,0.0
608,983.0,1206.7313432835822,134,79.99253845214844,91.0,False,False,green_only,0.0,0.067,0.0,9.0,0.0,0.0
609,830.5786259541985,1206.345038167939,655,97.2625961303711,110.0,False,True,blue_positive,0.22,24.402,6.0,217.0,0.0,0.0336
610,867.3571428571429,1209.4285714285713,42,77.52381134033203,83.0,False,False,green_only,0.0,0.0,0.0,0.0,0.0,0.0
611,1127.1121495327102,1208.214953271028,214,63.588783264160156,80.0,False,False,green_only,0.079,0.028,4.0,6.0,0.0,0.0
